	CHD	CardiovascularDisease	PCGC_DeNovoVariants
ATR_066_set10__872	0.0775	-0.6066	-0.0159
ATR_066_set10__89	0.2577	-0.5987	0.2879
ATR_066_set10__90	0.4112	-0.4730	0.3279
ATR_066_set10__984	-0.1375	-0.0478	-0.1112
ATR_066_set10__999	0.3394	-0.4334	0.2970
ATR_066_set11__105	-0.2357	-0.7434	-0.1049
ATR_066_set11__125	0.2889	-0.6190	0.5379
ATR_066_set11__127	0.1200	0.5723	0.0823
ATR_066_set11__177	-0.1846	-0.6919	-0.1343
ATR_066_set11__199	-0.0323	-0.7459	-0.3986
ATR_066_set11__249	-0.1362	-0.6663	-0.1794
ATR_066_set11__325	-0.1724	0.3566	-0.1842
ATR_066_set11__334	0.0237	-0.3995	0.2774
ATR_066_set11__344	-0.1532	0.2523	-0.1012
ATR_066_set11__405	0.0710	0.5141	0.0112
ATR_066_set11__436	0.1695	-0.5898	0.1416
ATR_066_set11__48	-0.0015	-0.6838	0.1676
ATR_066_set11__519	0.1454	0.5889	0.0470
ATR_066_set11__521	-0.2513	0.4065	-0.3184
ATR_066_set11__522	-0.0507	-0.7450	-0.0390
ATR_066_set11__559	-0.0078	0.3191	-0.0214
ATR_066_set11__573	0.0934	0.3995	0.0279
ATR_066_set11__590	0.2722	-0.4630	0.3460
ATR_066_set11__609	0.0690	0.3581	0.0736
ATR_066_set11__627	-0.0018	0.1631	-0.0475
ATR_066_set11__635	0.4923	-0.4010	0.4794
ATR_066_set11__649	0.1274	-0.4864	0.3166
ATR_066_set11__70	0.1982	0.5025	0.0237
ATR_066_set11__71	0.0178	-0.5327	0.0192
ATR_066_set11__776	0.0578	0.5977	0.0617
ATR_066_set11__795	0.1434	-0.5814	0.0564
ATR_066_set11__813	-0.0070	-0.0829	-0.0635
ATR_066_set11__817	0.3214	0.2776	0.1465
ATR_066_set11__825	-0.3218	0.0719	-0.3167
ATR_066_set11__860	-0.0199	0.3754	0.0340
ATR_066_set11__880	0.0087	-0.6333	-0.1560
ATR_066_set11__882	-0.1983	-0.7419	-0.1949
ATR_066_set11__895	-0.3788	-0.1994	-0.2982
ATR_066_set12__118	0.0192	-0.3426	0.0370
ATR_066_set12__145	0.0240	-0.3939	0.0794
ATR_066_set12__159	0.1802	-0.3865	0.0917
ATR_066_set12__179	0.4934	-0.3535	0.4832
ATR_066_set12__339	-0.0925	-0.3760	0.1069
ATR_066_set12__353	0.2793	-0.4066	0.2743
ATR_066_set12__374	0.2972	-0.2424	0.2752
ATR_066_set12__410	0.0348	-0.7420	0.0024
ATR_066_set12__504	0.0524	-0.6679	0.0217
ATR_066_set12__505	-0.1860	-0.5045	-0.1207
ATR_066_set12__508	0.0684	-0.6767	0.0007
ATR_066_set12__520	0.2675	-0.4109	0.1041
ATR_066_set12__617	0.1122	-0.5033	-0.0126
ATR_066_set12__86	0.3783	-0.4692	0.3105
ATR_066_set13__10	-0.3965	-0.7209	-0.4364
ATR_066_set13__2	-0.4768	-0.6925	-0.5577
ATR_066_set13__362	0.0891	-0.5339	0.1077
ATR_066_set13__381	0.1420	-0.6685	0.0470
ATR_066_set13__441	-0.3225	-0.8276	-0.4735
ATR_066_set15__143	0.0559	-0.5348	0.0503
ATR_066_set15__192	0.0819	0.5156	0.0733
ATR_066_set15__218	-0.1706	-0.7910	-0.2070
ATR_066_set15__233	-0.2320	-0.7359	-0.2689
ATR_066_set15__316	-0.1732	-0.1578	-0.0504
ATR_066_set15__370	0.1700	-0.5682	-0.0095
ATR_066_set15__375	0.2273	-0.6370	0.0160
ATR_066_set15__415	-0.1630	-0.7045	-0.0828
ATR_066_set15__552	0.0624	-0.6656	0.1774
ATR_066_set15__579	0.2091	-0.6973	0.1325
ATR_066_set15__589	-0.0860	-0.7122	-0.1514
ATR_066_set15__698	-0.0296	-0.5422	-0.0721
ATR_066_set15__716	-0.2436	0.0083	-0.2034
ATR_066_set15__720	-0.2795	-0.7115	-0.2337
ATR_066_set15__731	-0.5712	0.0304	-0.6792
ATR_066_set15__765	-0.6439	0.3269	-0.7577
ATR_066_set15__88	-0.0263	-0.7309	-0.2534
ATR_066_set16__111	0.1320	-0.4683	0.1564
ATR_066_set16__114	0.0484	-0.5781	0.0620
ATR_066_set16__235	0.6548	-0.4485	0.3163
ATR_066_set16__266	0.3206	-0.5974	-0.0588
ATR_066_set16__44	0.5234	-0.4310	0.3460
ATR_066_set16__5	0.2834	-0.4809	0.1357
ATR_066_set18__153	-0.3244	0.2306	-0.2951
ATR_066_set18__172	-0.1214	0.2823	-0.2213
ATR_066_set18__202	0.0199	-0.6977	0.0247
ATR_066_set18__309	-0.1052	0.2938	-0.0482
ATR_066_set18__349	-0.1501	-0.5591	-0.1673
ATR_066_set18__374	0.2798	-0.4621	0.2742
ATR_066_set18__424	0.4495	0.9522	0.1547
ATR_066_set18__445	0.3622	0.0710	0.5468
ATR_066_set18__453	0.2451	0.6573	0.1259
ATR_066_set18__514	0.2468	0.4539	0.1423
ATR_066_set18__598	-0.0620	-0.7409	0.1950
ATR_066_set18__621	-0.6903	0.1467	-0.3970
ATR_066_set18__65	-0.0604	-0.7038	-0.0519
ATR_066_set18__711	0.0786	0.1213	0.1002
ATR_066_set18__72	-0.1253	-0.6774	-0.0617
ATR_066_set18__723	0.0384	0.2996	-0.0008
ATR_066_set18__767	-0.1148	0.4065	-0.1597
ATR_066_set18__774	-0.3864	0.1819	-0.3781
ATR_066_set18__82	0.1478	-0.0922	0.4028
ATR_066_set18__88	0.0805	-0.0652	0.0117
ATR_066_set19__144	-0.3537	0.1592	-0.2691
ATR_066_set19__21	-0.2854	0.0651	-0.1542
ATR_066_set19__46	-0.3142	-0.0995	-0.2620
ATR_066_set19__99	-0.1468	-0.6356	0.0727
ATR_066_set1__22	0.2085	-0.3778	0.0751
ATR_066_set1__224	0.0787	-0.3981	0.4434
ATR_066_set1__237	0.1647	-0.5286	0.3588
ATR_066_set1__259	0.2266	-0.5014	0.2660
ATR_066_set1__291	0.4723	-0.2439	0.2982
ATR_066_set1__387	0.5206	-0.1638	0.4762
ATR_066_set1__404	0.3032	-0.5044	0.2391
ATR_066_set1__453	-0.2635	-0.7426	-0.3905
ATR_066_set1__488	-0.0064	-0.5138	-0.0267
ATR_066_set1__534	0.2897	-0.7289	0.0790
ATR_066_set1__535	0.2250	-0.6450	0.2596
ATR_066_set1__536	-0.4087	-0.5659	-0.2168
ATR_066_set1__541	-0.0991	-0.6617	0.1308
ATR_066_set1__65	0.3220	-0.2889	0.3107
ATR_066_set1__668	-0.0559	-0.4383	0.1178
ATR_066_set20__153	0.0625	-0.6655	-0.0976
ATR_066_set20__177	-0.2474	-0.5467	-0.3858
ATR_066_set20__224	-0.0612	0.4788	-0.0872
ATR_066_set20__230	0.4943	-0.4303	0.1884
ATR_066_set20__270	-0.2427	-0.0352	-0.2267
ATR_066_set20__277	0.0787	-0.7171	0.0119
ATR_066_set20__37	0.0729	-0.5209	0.0598
ATR_066_set20__75	-0.0197	0.5993	-0.0608
ATR_066_set20__78	0.3507	-0.5785	0.2222
ATR_066_set20__99	0.0721	0.5180	0.0360
ATR_066_set2__162	-0.1923	0.4184	-0.1459
ATR_066_set2__218	-0.0170	-0.0793	-0.0367
ATR_066_set2__248	-0.1477	0.4627	-0.1662
ATR_066_set2__336	-0.2345	0.4102	-0.1760
ATR_066_set2__425	0.0677	0.1841	-0.0625
ATR_066_set2__438	-0.1203	0.2632	-0.1162
ATR_066_set2__530	-0.0225	-0.4867	0.0196
ATR_066_set2__549	-0.0290	-0.6928	0.0067
ATR_066_set2__553	-0.0485	0.3630	0.0028
ATR_066_set2__557	-0.0588	0.0710	-0.1667
ATR_066_set2__571	-0.0837	-0.5354	-0.6333
ATR_066_set2__660	-0.2884	0.1998	-0.3134
ATR_066_set2__700	0.0878	-0.5461	0.0234
ATR_066_set2__793	-0.9046	-0.0328	-0.6636
ATR_066_set2__813	-0.3930	0.1592	-0.4688
ATR_066_set4__106	0.0272	0.5668	-0.0205
ATR_066_set4__146	0.1014	0.4942	0.0093
ATR_066_set4__151	0.1600	-0.6894	0.2578
ATR_066_set4__191	0.3484	0.7081	0.1252
ATR_066_set4__288	0.2240	0.7168	0.1674
ATR_066_set4__307	0.0242	0.2976	0.0658
ATR_066_set4__336	0.1115	0.2889	0.1186
ATR_066_set4__438	0.1484	0.2751	0.1611
ATR_066_set4__492	-0.2530	-0.0856	-0.1791
ATR_066_set4__535	-0.0211	-0.0401	-0.0356
ATR_066_set4__73	-0.0627	0.5777	-0.1274
ATR_066_set4__77	0.1475	0.6229	0.1155
ATR_066_set6__13	-0.6082	-0.0018	-0.5698
ATR_066_set6__163	-0.0393	0.6096	-0.0778
ATR_066_set6__179	-0.1052	0.4944	-0.0576
ATR_066_set6__188	-0.2079	0.3832	-0.1416
ATR_066_set6__214	-0.2701	0.3786	-0.2064
ATR_066_set6__263	-0.1311	-0.4741	-0.2924
ATR_066_set6__283	-0.0330	-0.7527	0.0276
ATR_066_set6__37	-0.1740	-0.6220	-0.1665
ATR_066_set6__377	-0.2784	0.3228	-0.2233
ATR_066_set6__393	0.1496	0.5918	0.0625
ATR_066_set6__422	0.0442	0.5460	0.0614
ATR_066_set6__456	-0.1339	0.4253	-0.0939
ATR_066_set6__558	-0.1447	-0.5323	0.0635
ATR_066_set6__562	0.3927	0.6454	0.1157
ATR_066_set6__678	-0.2089	-0.6264	-0.0888
ATR_066_set6__709	-0.1819	0.3284	-0.2167
ATR_066_set6__760	-0.3539	0.1896	-0.2455
ATR_066_set6__822	0.0584	0.5366	0.0461
ATR_066_set6__855	-0.1019	0.4015	-0.0540
ATR_066_set6__887	-0.1020	-0.6439	-0.1481
ATR_066_set6__890	-0.0446	-0.6018	-0.1161
ATR_066_set6__936	-0.3609	0.1067	-0.3624
ATR_066_set6__97	-0.1604	0.3824	-0.2211
ATR_066_set7__112	-0.3283	-0.6715	-0.1888
ATR_066_set7__278	-0.1758	0.3927	-0.1293
ATR_066_set7__293	0.3870	-0.4863	0.2713
ATR_066_set7__309	0.1097	0.5266	-0.0239
ATR_066_set7__338	-0.1281	0.3606	-0.1629
ATR_066_set7__384	-0.1692	0.4230	-0.1362
ATR_066_set7__388	-0.3429	0.4346	-0.2547
ATR_066_set7__40	-0.2663	0.3875	-0.3351
ATR_066_set7__497	0.0637	-0.0586	0.2143
ATR_066_set7__513	0.0013	0.4467	-0.0520
ATR_066_set7__525	-0.2693	0.3850	-0.3200
ATR_066_set7__612	0.3341	-0.4463	0.3457
ATR_066_set7__619	0.1392	-0.0611	0.1901
ATR_066_set7__627	0.0130	0.3365	-0.0390
ATR_066_set7__672	0.6023	-0.4446	0.4971
ATR_066_set7__731	-0.2664	0.3721	-0.2235
ATR_066_set7__790	0.0548	-0.6182	0.2106
ATR_066_set7__818	-0.0518	-0.5839	-0.2585
ATR_066_set7__833	-0.0533	0.3698	-0.0786
ATR_066_set7__841	-0.0896	0.0940	-0.1878
ATR_066_set8__177	-0.2352	0.4092	-0.1889
ATR_066_set8__205	-0.1030	-0.6333	-0.0778
ATR_066_set8__260	-0.1127	0.4941	-0.0729
ATR_066_set8__289	0.2429	-0.4936	0.2684
ATR_066_set8__332	-0.2162	0.3266	-0.1576
ATR_066_set8__414	0.1242	-0.0319	-0.3823
ATR_066_set8__527	-0.2210	0.3244	-0.1671
ATR_066_set8__694	-0.1596	-0.5250	-0.2814
ATR_066_set8__703	0.0405	0.2791	0.0212
ATR_066_set8__710	-0.0535	-0.7004	0.0487
ATR_067_set11__244	0.1980	0.3838	0.1696
ATR_067_set11__277	0.1037	-0.5509	0.0959
ATR_067_set11__312	0.0320	0.4909	-0.0519
ATR_067_set11__364	0.3011	0.4675	0.2370
ATR_067_set11__430	-0.0939	0.1803	-0.1218
ATR_067_set11__444	-0.3470	-0.7643	-0.2721
ATR_067_set11__472	0.0285	0.1562	-0.1420
ATR_067_set11__552	0.3673	0.4648	0.1884
ATR_067_set11__621	0.2526	0.5581	0.1931
ATR_067_set11__633	0.0590	0.3928	-0.0360
ATR_067_set11__636	0.0700	-0.5402	0.0052
ATR_067_set11__67	0.1600	0.5152	0.1523
ATR_067_set11__681	0.1092	-0.6041	0.1165
ATR_067_set11__692	0.1535	0.4986	0.0651
ATR_067_set11__715	0.0479	0.3855	-0.0036
ATR_067_set11__723	0.0858	0.5214	-0.0849
ATR_067_set11__761	-0.0946	0.3887	-0.1481
ATR_067_set11__87	0.0331	0.4222	-0.0029
ATR_067_set12__120	0.2134	-0.3932	0.1207
ATR_067_set12__166	-0.2105	-0.6307	-0.0075
ATR_067_set12__194	-0.1406	-0.6223	0.0184
ATR_067_set12__285	0.0258	-0.6313	-0.0769
ATR_067_set12__36	0.0659	-0.5187	0.1841
ATR_067_set12__363	-0.1778	-0.4710	-0.2564
ATR_067_set12__496	0.5184	-0.4385	0.4371
ATR_067_set12__552	0.4845	-0.3213	0.5014
ATR_067_set12__563	-0.2716	-0.2704	-0.1365
ATR_067_set12__57	-0.0925	-0.7291	0.0244
ATR_067_set12__583	0.2452	-0.6886	0.2168
ATR_067_set12__608	-0.2116	-0.6708	-0.1327
ATR_067_set12__674	0.0912	-0.5383	-0.0884
ATR_067_set12__688	0.1648	-0.3146	0.1775
ATR_067_set12__69	-0.2703	-0.5788	-0.2267
ATR_067_set12__699	0.0053	-0.6199	-0.0467
ATR_067_set12__725	-0.1910	-0.7475	-0.3480
ATR_067_set12__752	0.0009	-0.6017	0.1337
ATR_067_set12__759	-0.0308	-0.5709	0.1076
ATR_067_set12__81	-0.2178	-0.6140	-0.1506
ATR_067_set15__20	-0.4553	-0.3124	-0.4797
ATR_067_set15__61	0.1721	0.0990	0.1707
ATR_067_set15__69	-0.4185	-0.2678	-0.4012
ATR_067_set15__80	0.2123	-0.6858	0.0371
ATR_067_set16__156	0.0235	-0.6879	-0.2492
ATR_067_set16__169	0.2484	-0.4842	0.0780
ATR_067_set16__188	0.3540	-0.4339	0.3432
ATR_067_set16__213	-0.1804	-0.7341	-0.2780
ATR_067_set16__216	0.3381	-0.5065	0.2218
ATR_067_set16__218	0.3262	-0.4333	0.3883
ATR_067_set16__274	-0.0947	-0.6629	0.0980
ATR_067_set16__282	-0.1232	-0.7286	-0.2888
ATR_067_set16__286	-0.2667	-0.7682	-0.1659
ATR_067_set16__294	0.2564	-0.5733	0.1921
ATR_067_set16__380	0.0643	-0.6789	0.0876
ATR_067_set16__410	0.4131	-0.4155	0.5605
ATR_067_set16__508	0.0865	-0.6487	0.1480
ATR_067_set16__565	0.0288	-0.5685	0.1091
ATR_067_set16__585	-0.1683	-0.6960	-0.0575
ATR_067_set18__122	0.0873	0.3835	-0.1663
ATR_067_set18__175	-0.0656	-0.5475	0.0988
ATR_067_set18__221	-0.1589	-0.6592	-0.0362
ATR_067_set18__269	0.2064	0.0083	0.1773
ATR_067_set18__310	0.0444	0.0304	-0.1266
ATR_067_set18__341	0.1205	-0.1155	0.0373
ATR_067_set18__35	-0.0464	-0.2001	-0.1214
ATR_067_set18__379	-0.4600	-0.1543	-0.1893
ATR_067_set18__402	0.0572	0.0658	0.0384
ATR_067_set18__415	-0.1051	-0.7392	0.0681
ATR_067_set18__417	-0.0537	-0.7802	-0.1683
ATR_067_set18__48	0.1383	-0.1954	-0.3329
ATR_067_set18__505	0.0583	0.3953	-0.2225
ATR_067_set18__530	-0.2499	0.1722	-0.0263
ATR_067_set18__625	-0.1899	0.0533	-0.1952
ATR_067_set18__666	-0.0688	-0.8742	-0.1367
ATR_067_set1__145	0.4249	-0.2892	0.3484
ATR_067_set1__179	0.2511	-0.4896	0.2217
ATR_067_set1__210	-0.2189	0.4084	-0.2137
ATR_067_set1__41	0.0905	-0.5589	0.5477
ATR_067_set1__63	-0.0870	-0.6670	-0.1225
ATR_067_set1__65	0.1087	-0.4982	0.1548
ATR_067_set1__84	-0.2440	-0.5498	-0.1217
ATR_067_set20__164	-0.0288	0.4070	0.0423
ATR_067_set20__238	0.1569	0.4471	0.2388
ATR_067_set20__245	-0.0894	0.1522	-0.0616
ATR_067_set20__355	0.2050	0.1909	0.0943
ATR_067_set20__420	0.1575	0.4158	0.1540
ATR_067_set20__453	0.1992	0.3469	0.1341
ATR_067_set20__495	-0.0322	-0.6476	-0.1157
ATR_067_set20__514	0.2147	-0.6392	-0.0115
ATR_067_set20__545	0.1311	0.2991	0.1697
ATR_067_set20__58	0.0268	0.1778	0.1675
ATR_067_set20__606	-0.1712	0.1421	-0.1331
ATR_067_set21__193	0.3593	-0.3162	0.4741
ATR_067_set21__248	0.2602	-0.4936	0.1147
ATR_067_set21__50	-0.1017	-0.6820	-0.1076
ATR_067_set21__77	0.0484	-0.5888	0.1046
ATR_067_set21__84	0.0567	-0.7028	0.0607
ATR_067_set2__100	0.0156	-0.7601	0.0820
ATR_067_set2__126	0.1092	0.3463	0.0132
ATR_067_set2__237	-0.1057	0.5001	-0.0456
ATR_067_set2__262	-0.0521	0.4943	-0.0662
ATR_067_set2__299	-0.2650	0.3037	-0.2468
ATR_067_set2__360	-0.3886	0.1780	-0.3112
ATR_067_set2__420	-0.1577	0.2645	-0.1730
ATR_067_set2__561	-0.2717	0.1861	-0.2477
ATR_067_set2__656	-0.1427	0.2406	-0.1356
ATR_067_set2__748	-0.2127	-0.2340	-0.2200
ATR_067_set2__773	-0.2338	0.3901	-0.1578
ATR_067_set2__81	-0.0602	-0.5695	-0.0310
ATR_067_set2__863	-0.0484	0.3482	-0.0251
ATR_067_set3__272	-0.3728	-0.0051	-0.4111
ATR_067_set3__273	-0.1024	-0.0009	-0.1040
ATR_067_set3__292	-0.4400	-0.8797	-0.1836
ATR_067_set3__63	-0.3813	-0.0634	-0.3794
ATR_067_set3__68	-0.1251	0.1313	-0.1003
ATR_067_set4__133	0.1279	0.7320	0.0905
ATR_067_set4__220	0.1327	0.4751	0.1232
ATR_067_set4__221	0.3206	-0.5218	0.1273
ATR_067_set4__244	0.2756	0.5754	0.2020
ATR_067_set4__386	0.1114	0.4939	0.1028
ATR_067_set4__400	0.4778	-0.2816	0.3536
ATR_067_set4__431	0.2024	0.6788	0.1762
ATR_067_set4__432	0.1381	-0.4116	0.1226
ATR_067_set4__443	0.2565	0.5187	0.1635
ATR_067_set4__52	-0.3413	0.3411	-0.1455
ATR_067_set4__527	-0.3546	0.3632	-0.4328
ATR_067_set4__559	0.2305	0.6259	0.0779
ATR_067_set4__586	-0.0822	0.1122	-0.0963
ATR_067_set4__613	0.0311	0.5765	0.0305
ATR_067_set4__621	0.1912	-0.5426	0.1211
ATR_067_set4__623	0.0023	0.6002	0.0009
ATR_067_set4__752	-0.0273	-0.6752	0.0395
ATR_067_set6__137	-0.1007	-0.5960	-0.0690
ATR_067_set6__152	-0.2042	0.0139	-0.3175
ATR_067_set6__198	-0.5473	-0.0955	-0.5444
ATR_067_set6__225	-0.2060	0.4451	-0.1985
ATR_067_set6__245	-0.2482	0.4384	-0.1710
ATR_067_set6__286	-0.1219	0.5253	-0.0759
ATR_067_set6__292	-0.0089	-0.4919	0.1753
ATR_067_set6__305	-0.0667	0.5208	-0.0474
ATR_067_set6__332	0.1603	-0.0255	0.0428
ATR_067_set6__362	0.0866	0.5461	0.0787
ATR_067_set6__418	-0.4015	0.3893	-0.4183
ATR_067_set6__422	-0.0490	0.5127	-0.0656
ATR_067_set6__426	-0.0899	0.5213	-0.1785
ATR_067_set6__457	-0.1216	0.5167	-0.0976
ATR_067_set6__464	-0.0315	0.4695	0.0327
ATR_067_set6__487	-0.2806	0.1360	-0.4971
ATR_067_set6__545	-0.0126	-0.4691	0.0593
ATR_067_set6__549	-0.3632	0.2569	-0.2319
ATR_067_set6__567	-0.4222	-0.7878	-0.1437
ATR_067_set6__57	-0.1126	0.3508	-0.0928
ATR_067_set6__591	-0.0367	-0.5428	-0.0640
ATR_067_set6__618	-0.3685	0.5365	-0.0734
ATR_067_set6__621	0.1824	0.6254	0.0136
ATR_067_set6__644	0.0800	0.3586	-0.0378
ATR_067_set6__671	-0.0339	-0.4132	0.2308
ATR_067_set6__722	0.0364	0.6817	0.0522
ATR_067_set6__808	-0.3339	0.1535	-0.2981
ATR_067_set6__891	-0.1152	-0.4993	-0.1631
ATR_067_set7__129	-0.5397	0.0552	-0.6238
ATR_067_set7__185	-0.2246	0.0953	-0.1219
ATR_067_set7__229	0.2547	0.5632	0.2075
ATR_067_set7__233	0.1934	0.4399	0.1138
ATR_067_set7__263	0.0857	-0.6157	0.0593
ATR_067_set7__267	0.0274	0.5010	0.1351
ATR_067_set7__327	0.1982	0.5664	0.1538
ATR_067_set7__465	-0.0061	0.4279	0.0182
ATR_067_set7__54	-0.1962	0.0920	-0.3224
ATR_067_set7__586	-0.1209	-0.6212	0.0171
ATR_067_set7__594	0.1017	0.3624	0.1672
ATR_067_set7__652	0.0816	0.3405	0.0746
ATR_067_set7__684	0.1366	-0.5979	0.1720
ATR_067_set7__707	-0.1474	0.2982	-0.2284
ATR_067_set7__716	-0.1984	0.1125	-0.2737
ATR_067_set7__767	0.3149	0.1329	0.1319
ATR_067_set7__785	-0.1189	-0.2685	-0.0311
ATR_067_set7__794	-0.3508	0.0755	-0.2685
ATR_067_set7__809	-0.0817	0.4051	0.1111
ATR_067_set7__862	-0.3299	0.2231	-0.3693
ATR_067_set7__884	-0.1411	-0.0125	-0.1324
ATR_067_set7__917	-0.0123	-0.5711	-0.1146
ATR_067_set8__211	-0.2300	0.1514	-0.1981
ATR_067_set8__221	-0.2251	0.2576	-0.1343
ATR_067_set8__222	-0.4979	0.0734	-0.3914
ATR_067_set8__315	-0.1003	-0.7809	-0.0745
ATR_067_set8__415	-0.1129	0.3235	-0.1332
ATR_067_set8__421	-0.1277	0.1775	-0.2483
ATR_067_set8__584	-0.2478	0.2724	-0.1531
ATR_067_set8__588	-0.0573	0.0539	-0.1301
ATR_067_set8__613	-0.1469	0.3854	-0.1330
ATR_067_set8__757	-0.4937	0.1082	-0.4590
ATR_068_set11__125	-0.1653	0.0948	-0.2216
ATR_068_set11__142	0.0753	0.3854	0.0716
ATR_068_set11__194	0.1793	-0.4756	0.3447
ATR_068_set11__211	0.0498	-0.6003	0.0417
ATR_068_set11__26	-0.2490	-0.1553	-0.3835
ATR_068_set11__29	-0.0239	-0.5641	-0.0815
ATR_068_set11__320	0.2780	0.5379	-0.0098
ATR_068_set11__343	-0.0397	-0.4776	-0.0275
ATR_068_set11__372	0.5890	-0.3676	0.5770
ATR_068_set11__378	0.2718	0.5058	0.5216
ATR_068_set11__382	0.1441	-0.5950	0.0183
ATR_068_set11__43	-0.2231	-0.0730	-0.2487
ATR_068_set11__432	0.1609	0.5314	0.0371
ATR_068_set11__445	0.4280	-0.4828	0.3073
ATR_068_set11__508	0.3573	0.7399	0.2830
ATR_068_set11__536	0.0196	0.3240	0.0064
ATR_068_set11__539	0.2845	-0.4791	0.2758
ATR_068_set11__587	-0.0067	0.5103	-0.0150
ATR_068_set11__589	0.0682	-0.4342	0.2657
ATR_068_set11__629	-0.2144	-0.6842	-0.1852
ATR_068_set11__636	0.0189	0.1833	0.0350
ATR_068_set11__654	0.2462	0.4099	0.2289
ATR_068_set11__675	-0.0003	0.1121	-0.0495
ATR_068_set11__678	0.2654	0.3348	0.2606
ATR_068_set11__703	-0.2470	-0.2134	-0.1894
ATR_068_set12__143	0.2769	-0.5385	0.2169
ATR_068_set12__220	0.6031	-0.4769	0.4474
ATR_068_set12__62	0.0744	-0.6172	-0.1407
ATR_068_set13__119	0.0828	-0.5990	-0.1244
ATR_068_set13__148	-0.0461	-0.6380	-0.0689
ATR_068_set13__17	-0.3343	-0.7794	-0.0518
ATR_068_set13__2	-0.0893	-0.1694	-0.1593
ATR_068_set13__38	-0.1866	-0.5885	-0.2708
ATR_068_set14__138	0.0983	-0.6497	-0.0821
ATR_068_set14__156	0.0372	0.3642	0.0397
ATR_068_set14__159	0.3076	0.4213	0.2547
ATR_068_set14__161	-0.0835	-0.6180	-0.1067
ATR_068_set14__76	-0.1884	-0.6414	0.0021
ATR_068_set15__135	-0.0323	-0.2495	0.3952
ATR_068_set15__139	0.1361	-0.5351	-0.0238
ATR_068_set15__147	0.0775	0.3488	0.0806
ATR_068_set15__258	-0.0705	0.1140	0.0766
ATR_068_set15__301	0.0092	-0.6789	0.0322
ATR_068_set15__34	-0.0479	-0.7717	-0.0341
ATR_068_set15__364	0.0545	-0.5946	-0.1663
ATR_068_set15__367	-0.1339	0.1241	-0.1907
ATR_068_set15__421	0.0093	0.5207	-0.0022
ATR_068_set15__464	-0.1082	0.2618	-0.1511
ATR_068_set15__490	0.0768	-0.5626	-0.0349
ATR_068_set15__548	-0.0932	0.4580	-0.1714
ATR_068_set15__604	-0.5239	-0.0859	-0.5341
ATR_068_set16__17	0.2104	-0.5184	0.3666
ATR_068_set16__239	-0.0334	-0.5760	0.0231
ATR_068_set16__258	-0.0848	0.0399	-0.0025
ATR_068_set16__346	0.0617	-0.5359	-0.1956
ATR_068_set16__451	-0.4073	-0.6294	-0.4384
ATR_068_set16__455	-0.1085	-0.6827	-0.1519
ATR_068_set17__37	0.0415	0.3908	0.0635
ATR_068_set17__65	-0.0054	0.1975	0.0346
ATR_068_set17__75	-0.3996	-0.8279	-0.2109
ATR_068_set18__145	0.0072	0.7141	-0.0208
ATR_068_set18__174	0.0786	-0.5087	0.7990
ATR_068_set18__299	0.0183	-0.5839	-0.0461
ATR_068_set18__346	0.0644	0.3931	0.0417
ATR_068_set18__378	0.1393	-0.5373	0.1647
ATR_068_set18__380	0.2283	-0.5685	0.3528
ATR_068_set18__396	0.0745	-0.6045	0.0847
ATR_068_set18__448	-0.2713	-0.5713	0.1897
ATR_068_set18__52	-0.1411	-0.8035	-0.0727
ATR_068_set1__109	-0.2527	-0.7904	0.0137
ATR_068_set1__216	0.1142	-0.6074	0.0325
ATR_068_set1__237	-0.3814	-0.7768	-0.0966
ATR_068_set1__38	-0.2431	-0.6435	-0.1774
ATR_068_set1__387	-0.1603	-0.6450	-0.1043
ATR_068_set1__532	-0.0801	-0.6247	-0.0904
ATR_068_set1__554	-0.6771	-0.2933	-0.5869
ATR_068_set1__565	0.0420	-0.6058	0.2475
ATR_068_set1__612	-0.0611	0.3272	-0.0700
ATR_068_set20__182	-0.1395	0.2304	-0.1166
ATR_068_set20__209	0.2456	0.8241	0.1808
ATR_068_set20__29	0.1874	0.3277	0.2210
ATR_068_set20__355	0.1444	0.6851	0.1975
ATR_068_set20__368	0.1687	0.8013	0.1046
ATR_068_set20__403	-0.1553	-0.6053	-0.0471
ATR_068_set20__422	0.0365	0.1535	0.0598
ATR_068_set20__548	0.1055	0.5065	-0.0144
ATR_068_set20__563	-0.4839	-0.1099	-0.4546
ATR_068_set20__608	0.2272	0.5520	0.2145
ATR_068_set20__617	0.3288	-0.5909	-0.1456
ATR_068_set20__620	0.2624	-0.7181	0.3112
ATR_068_set21__175	0.1930	-0.5572	0.2680
ATR_068_set21__54	0.3252	-0.3628	0.4941
ATR_068_set21__78	-0.1456	-0.6443	-0.2468
ATR_068_set2__121	-0.0749	0.4119	-0.0209
ATR_068_set2__123	-0.1434	0.0028	-0.0272
ATR_068_set2__192	-0.0131	0.3928	0.0308
ATR_068_set2__291	0.3294	0.5061	0.2803
ATR_068_set2__298	0.1621	0.3984	-0.0161
ATR_068_set2__36	-0.4480	0.1362	-0.5144
ATR_068_set2__471	-0.2041	0.1659	-0.1672
ATR_068_set2__489	0.3737	-0.3597	0.1712
ATR_068_set2__621	-0.2189	-0.4993	-0.0959
ATR_068_set2__637	-0.0697	-0.1199	0.4664
ATR_068_set2__670	0.2349	0.1873	-0.0250
ATR_068_set2__686	0.0629	0.3887	0.0516
ATR_068_set2__731	0.4401	-0.2945	-0.0098
